h3_cell,road_count,total_length_m,avg_lat,avg_lon,primary_ratio
873824b11ffffff,275,1040175.46,37.695975,-2.414459,0.00
8738857b4ffffff,6,1345792.20,27.036997,-3.062705,1.00
873929a4bffffff,3596,1586172.41,42.456023,-2.420625,0.19
87750c6dbffffff,45,2728545.79,5.723787,-2.360692,1.00
8738224e6ffffff,9,31796.70,34.985998,-2.401841,0.00
875995463ffffff,63,419830.57,12.582061,-2.422169,0.17
877505c42ffffff,2,7812.54,7.959245,-2.425858,0.00
8775051aeffffff,31,813369.54,7.838597,-2.406867,1.00
8739764a3ffffff,119,419620.84,40.842412,-2.513489,0.61
87752664effffff,1,95277.82,9.821012,-2.477228,1.00
87390b42cffffff,107,1523028.69,38.072536,-2.427511,0.00
87390b8b5ffffff,724,1301082.14,38.609721,-2.456043,0.16
8739769a9ffffff,295,1318118.57,41.696868,-2.438607,0.22
873824b02ffffff,216,1203049.68,37.715654,-2.412845,0.34
875995560ffffff,4,63997.83,12.723471,-2.520629,1.00
877508740ffffff,1,18919.30,5.097335,-2.468362,0.00
873976509ffffff,374,758087.29,41.076505,-2.469709,0.00
873929275ffffff,72,1316188.62,42.121847,-2.379797,0.00
877508c31ffffff,51,236109.40,5.684553,-2.504565,1.00
873824610ffffff,20024,3459384.29,36.847877,-2.443694,0.19
8759a4615ffffff,45,321514.86,16.840175,-2.510578,0.00
875993c82ffffff,13,111040.87,11.046175,-2.434599,1.00
8759b1b66ffffff,6,19013.91,15.000187,-2.395329,0.00
875993d28ffffff,77,933971.69,11.344595,-2.431881,0.00
877505391ffffff,59,2639222.63,7.494019,-2.355820,1.00
8759b16c0ffffff,15,34454.46,14.053069,-2.411894,0.40
87390d044ffffff,48,164389.08,40.278202,-2.407797,0.00
8759a6b46ffffff,1,56382.09,16.703951,-2.686938,0.00
8738ae0eaffffff,3,672896.10,28.377563,-2.453699,1.00
87390db9dffffff,590,1504026.44,40.502508,-2.418099,0.51
877526c59ffffff,2,55273.34,10.408399,-2.404612,1.00
8759b1615ffffff,38,873941.79,14.151019,-2.520421,0.00
877505ccaffffff,8,196345.68,7.897964,-2.526685,1.00
877508c21ffffff,15,69420.73,5.667292,-2.447541,0.00
875934761ffffff,6,640867.27,21.779628,-1.692767,1.00
8759b139effffff,36,388911.95,14.378366,-2.401947,0.00
877505189ffffff,50,680165.99,7.767244,-2.418669,0.00
877526019ffffff,12,464127.02,10.173202,-2.364271,0.00
87390822dffffff,1942,4631200.44,39.195540,-2.464911,0.01
873831b9affffff,86,531936.71,34.555397,-2.448832,0.74
873974db6ffffff,1696,1693780.76,42.364583,-2.478652,0.12
875990336ffffff,18,145458.24,11.932746,-2.440708,0.17
8759b3268ffffff,1260,1112708.23,13.581061,-2.421691,0.16
875995551ffffff,25,119185.65,12.627012,-2.518558,1.00
87390b433ffffff,313,679661.44,37.996237,-2.501675,0.00
87390b8a6ffffff,643,1527147.78,38.635101,-2.446630,0.27
873976906ffffff,1272,1207980.29,41.788254,-2.470939,0.15
873831b86ffffff,884,2235334.82,34.629557,-2.493017,0.11
877522902ffffff,4,84886.12,9.743785,-2.407604,0.00
87390d066ffffff,259,820267.97,40.316660,-2.441999,0.00
873824046ffffff,544,929220.15,37.314626,-2.423197,0.00
877501922ffffff,10,146173.81,7.296655,-2.396685,0.00
875993d45ffffff,13,534149.35,11.331707,-2.330578,1.00
875993996ffffff,12,183415.72,11.396095,-2.339287,0.00
87390b8a2ffffff,537,928628.85,38.618417,-2.428595,0.13
877522201ffffff,73,295409.81,8.995918,-2.507250,0.11
8759a2976ffffff,40,1058582.89,15.976953,-2.468733,0.00
875995908ffffff,136,1230429.08,13.269492,-2.495145,0.00
873815072ffffff,18,1054313.53,32.467637,-2.078709,1.00
873810155ffffff,5,173489.88,31.517546,-2.571710,1.00
8759b326bffffff,105,226799.02,13.563480,-2.412660,0.33
877522954ffffff,22,278962.86,9.657474,-2.346097,0.00
877522800ffffff,2,4441.52,9.606346,-2.432603,0.00
877508c01ffffff,96,650745.46,5.633625,-2.487831,0.00
877508645ffffff,58,61304.82,4.971099,-2.483530,0.12
8759906e8ffffff,9,273615.17,11.474304,-2.383516,1.00
87390bc53ffffff,514,998181.83,38.367318,-2.482385,0.00
875986d26ffffff,16,423628.06,13.970698,-2.490363,1.00
87392935bffffff,90,1246226.90,42.136644,-2.400031,0.00
875993929ffffff,7,233939.68,11.593275,-2.181583,0.00
8775050c2ffffff,14,78982.08,7.604918,-2.418595,0.00
8775012cbffffff,17,365667.13,6.384613,-2.565146,1.00
8775018e4ffffff,63,1508392.63,7.068711,-2.452069,0.54
875986c85ffffff,6,7968.30,13.695140,-2.409354,0.00
873976c43ffffff,226,525068.78,41.354246,-2.427756,0.19
87390b98bffffff,667,1562745.97,38.671392,-2.425395,0.10
873908204ffffff,86,1089810.09,39.139881,-2.531144,0.14
8775080e4ffffff,19,274721.90,5.254327,-2.379434,0.00
877508743ffffff,3,56757.89,5.077558,-2.474869,0.00
8759a6251ffffff,9,226327.44,16.172271,-2.448729,0.00
875995198ffffff,3,9255.59,12.743321,-2.448857,0.00
877505ccdffffff,17,223305.13,7.901923,-2.490572,0.53
875986d1bffffff,108,748262.18,13.847966,-2.417700,0.29
8759a05a4ffffff,5,125737.46,16.174727,-2.379493,0.00
875986c96ffffff,47,102898.10,13.631462,-2.463749,0.00
875986cb3ffffff,223,462367.10,13.666019,-2.444802,0.00
87397699effffff,268,708817.21,41.587857,-2.507336,0.00
877505d0affffff,81,397645.98,8.136459,-2.439352,0.00
877508d0effffff,91,865056.42,5.739772,-2.453724,0.00
875916150ffffff,15,3687148.99,18.388091,-1.236208,0.00
873831719ffffff,214,306840.84,34.001962,-2.480224,0.00
873822402ffffff,270,1340944.75,35.033244,-2.476262,0.00
873929228ffffff,396,2872602.77,42.111885,-2.459089,0.00
877522141ffffff,35,244615.49,9.360662,-2.508386,0.00
8759b1b28ffffff,6,12884.64,14.965937,-2.447553,0.00
87599540bffffff,27,111877.99,12.510550,-2.491079,0.00
877501273ffffff,58,339322.50,6.481783,-2.476295,0.00
87752665cffffff,53,203380.20,9.836193,-2.496673,0.00
8739292d6ffffff,205,199835.38,41.896540,-2.453225,0.10
8759a6b56ffffff,1,56382.09,16.680613,-2.726227,0.00
877508181ffffff,65,382237.10,5.411652,-2.440117,0.00
8759b32ecffffff,564,578219.28,13.465408,-2.480968,0.02
87390d71dffffff,47,195528.62,39.929895,-2.471473,0.00
873831140ffffff,71,192926.27,34.479357,-2.521772,0.00
873909db1ffffff,115,723583.84,39.437319,-2.429409,0.01
877523523ffffff,20,1468786.81,8.799292,-2.327546,1.00
8759a6298ffffff,42,1111512.04,16.021480,-2.608246,0.00
8775260c6ffffff,14,254073.54,10.114707,-2.398247,0.00
877526ce5ffffff,13,192830.98,10.492781,-2.469373,0.00
873976553ffffff,125,82228.09,41.038904,-2.418462,0.30
87390db22ffffff,191,724222.91,40.720161,-2.421602,0.00
8775260ccffffff,11,135001.38,10.057846,-2.363400,1.00
877526c0bffffff,37,456529.32,10.502618,-2.454609,0.00
877522308ffffff,228,308084.78,9.080883,-2.459056,0.00
877526086ffffff,19,89530.78,10.230263,-2.491887,0.00
873824b8cffffff,134,1156317.06,37.593949,-2.405856,0.23
877501859ffffff,37,691470.49,6.975011,-2.381099,1.00
873831b98ffffff,131,552795.87,34.584950,-2.445051,0.44
873908319ffffff,4,101898.32,39.190728,-2.585668,1.00
8759a245effffff,32,228094.50,15.142721,-2.403402,0.00
873824615ffffff,4699,1491021.74,36.866524,-2.437951,0.32
8759b32e2ffffff,18,187403.26,13.446752,-2.524640,0.56
8775266cdffffff,4,88412.60,9.792757,-2.573530,1.00
8759b1059ffffff,109,501534.37,14.501660,-2.454704,0.00
8739764f0ffffff,25,151839.66,40.848339,-2.398313,0.04
877505023ffffff,49,1269038.40,7.734443,-2.331944,0.00
8759b1a36ffffff,7,2156.70,14.812561,-2.470966,0.00
875990b02ffffff,150,867505.66,12.275327,-2.512662,0.27
873831848ffffff,104,441977.66,34.755836,-2.519414,0.00
8759958aeffffff,46,351774.81,13.071364,-2.486430,0.00
87599398cffffff,8,243213.49,11.450945,-2.243646,1.00
875990b20ffffff,15,61895.12,12.340425,-2.520754,1.00
8775018f0ffffff,42,102984.14,7.075446,-2.505603,0.00
877505191ffffff,28,442494.88,7.843339,-2.483729,0.75
87390b894ffffff,691,2565506.33,38.550541,-2.448919,0.00
877508dacffffff,39,1415501.92,5.769911,-2.535235,0.51
8759a20a1ffffff,51,1905028.46,15.376803,-2.347527,0.00
8759a2546ffffff,25,497850.39,15.309088,-2.510099,0.00
873908a4effffff,42,147773.34,39.534496,-2.470936,0.31
87390b9adffffff,471,760859.62,38.771385,-2.456437,0.29
8759a46c4ffffff,51,426803.47,16.760991,-2.399600,0.00
87390d723ffffff,28,217558.64,40.007535,-2.520198,0.00
877526ca0ffffff,6,124356.16,10.598866,-2.567388,1.00
873885b96ffffff,4,897194.80,27.672526,-2.934009,1.00
8775080adffffff,137,1337977.55,5.301330,-2.434672,0.00
877501220ffffff,18,27614.05,6.598278,-2.506024,0.00
875993c95ffffff,20,143663.37,11.042647,-2.443727,0.65
87383162affffff,23,329685.02,33.969876,-2.376321,1.00
8759903b6ffffff,24,561744.38,11.816388,-2.492164,1.00
875934c5effffff,4,427244.84,21.993834,-2.148385,1.00
8759a24c6ffffff,9,30097.54,15.055371,-2.459036,0.00
87383172bffffff,136,544340.86,34.094678,-2.464810,0.00
875569191ffffff,3,94059.78,18.299052,-2.417366,0.00
87390db31ffffff,320,841881.38,40.698210,-2.426892,0.07
873824bb1ffffff,21,32717.19,37.590560,-2.500537,0.05
87390d009ffffff,263,1493466.83,40.231996,-2.481697,0.13
875995818ffffff,21,500852.78,13.108916,-2.433306,1.00
8775262b2ffffff,21,238560.76,9.904595,-2.376933,0.00
873833a4affffff,10,140740.66,33.612916,-2.475881,0.00
873806d11ffffff,12,179895.25,33.622483,-2.371250,0.00
8738246adffffff,589,1668920.18,36.819102,-2.415260,0.10
873815c48ffffff,8,193027.88,32.514655,-2.410071,1.00
875993ca6ffffff,32,336302.46,11.116440,-2.464740,0.00
87390d719ffffff,124,653430.54,39.911709,-2.456676,0.42
8759a4b15ffffff,5,254122.18,17.612015,-2.501749,0.00
8739761b2ffffff,42,232932.11,41.243626,-2.397377,0.00
875986d88ffffff,76,510583.01,13.780526,-2.446484,0.00
8759a4720ffffff,4,101563.68,17.029038,-2.596263,0.00
8775080f3ffffff,3,29692.62,5.231435,-2.431555,0.00
877526c33ffffff,13,273740.86,10.611235,-2.501272,1.00
87390d00effffff,55,122993.43,40.222876,-2.526125,1.00
8759a4600ffffff,21,5162008.58,16.858734,-2.481983,0.00
875995802ffffff,34,45999.63,13.147176,-2.459922,0.00
8759b3264ffffff,660,736195.75,13.611377,-2.484588,0.00
87599592bffffff,213,543739.95,13.302398,-2.502805,0.00
873976413ffffff,536,650088.48,40.893507,-2.482092,0.13
873908201ffffff,457,1783085.88,39.131624,-2.490754,0.00
873885150ffffff,1,224298.70,27.529640,-2.979459,1.00
87750135cffffff,14,164708.13,6.549552,-2.427953,0.00
8759b334cffffff,144,170282.05,13.659528,-2.503579,0.00
877508c56ffffff,118,2737485.82,5.571852,-2.474615,0.00
87381501dffffff,9,527156.76,32.418473,-2.147318,1.00
873929299ffffff,82,133595.70,41.860897,-2.511246,0.00
873976546ffffff,188,395978.97,41.103603,-2.413236,0.00
87750c79affffff,32,669953.85,5.965433,-2.423466,0.66
877505cd9ffffff,9,220888.89,7.895556,-2.544324,1.00
87397641effffff,121,472885.64,40.896776,-2.450779,0.00
8759a20a0ffffff,65,2427977.45,15.377512,-2.367593,0.00
8759a42e6ffffff,10,2458099.33,17.079808,-2.189459,0.00
877501809ffffff,51,1072073.05,7.077478,-2.417236,0.49
873831701ffffff,204,509030.51,34.062592,-2.504912,0.00
873812b09ffffff,2,192237.45,30.781219,-2.733720,1.00
873929621ffffff,30,1080431.13,41.803765,-2.842497,0.00
87750862dffffff,3,55669.74,5.068493,-2.525167,1.00
8738332d8ffffff,53,578820.31,33.049499,-2.384021,1.00
875993d24ffffff,5,77579.35,11.386855,-2.501806,0.00
875990b0effffff,117,56710.52,12.279754,-2.476768,0.00
875990a33ffffff,243,540042.44,12.167764,-2.453321,0.00
8759a4762ffffff,1,19713.23,17.032792,-2.469856,0.00
875934d9effffff,2,213622.42,21.972629,-2.453191,1.00
875934ca5ffffff,3,320433.63,21.972101,-2.366696,1.00
877523696ffffff,16,519092.34,8.343280,-2.462804,0.00
87750125affffff,41,361533.95,6.422597,-2.501552,0.00
87390d84dffffff,212,358874.73,40.661373,-2.495991,0.00
875995951ffffff,53,538685.53,13.257374,-2.414605,0.00
87750c422ffffff,53,191488.02,6.248727,-2.396949,0.00
8775260daffffff,136,399053.87,10.058281,-2.433685,0.18
877505651ffffff,3,18381.47,7.379548,-2.527296,0.00
8775260d3ffffff,104,179856.41,10.092355,-2.438645,0.00
87599392affffff,26,868918.82,11.589704,-2.209716,0.00
87750c5abffffff,16,131372.60,6.304915,-2.456782,0.00
875995834ffffff,20,122210.03,13.189579,-2.521306,0.00
877508775ffffff,18,204797.64,5.136278,-2.459323,0.00
873815553ffffff,25,129386.75,32.197607,-2.432047,0.00
87390864affffff,43,494288.08,38.796023,-2.580525,0.00
8775261b6ffffff,21,193179.38,10.408598,-2.464583,0.33
8759b1671ffffff,31,460636.76,14.195589,-2.393256,0.00
877505c44ffffff,67,275037.90,7.978456,-2.394840,0.00
875990656ffffff,8,243213.49,11.527323,-2.421074,1.00
87750121effffff,34,969609.06,6.541764,-2.583074,1.00
877501301ffffff,104,715622.15,6.668356,-2.482681,0.00
875993d80ffffff,36,131799.84,11.177975,-2.506372,0.00
87599545cffffff,84,610406.43,12.506309,-2.408875,0.00
877526658ffffff,287,974692.86,9.816571,-2.503413,0.00
873976904ffffff,851,713280.39,41.812700,-2.457892,0.22
87390b403ffffff,386,1056259.31,37.989933,-2.437374,0.00
873831170ffffff,20,316850.05,34.484696,-2.588775,1.00
873815912ffffff,21,311726.32,32.884130,-2.523922,0.43
877508642ffffff,32,409658.34,4.974472,-2.519302,1.00
8738ae0c4ffffff,4,897194.80,28.372692,-2.501082,1.00
8759b32f0ffffff,2,19912.08,13.416844,-2.550005,0.00
8759340acffffff,6,640867.27,21.875795,-1.923468,1.00
8759b1ba2ffffff,3,131465.72,14.826716,-2.567229,0.00
875986c83ffffff,35,319576.03,13.657361,-2.398825,0.00
8739764aeffffff,47,118583.65,40.845735,-2.504528,0.00
8739082e6ffffff,302,2504156.58,39.054845,-2.448819,0.12
8759a4390ffffff,7,85583.02,17.089612,-2.411738,0.00
8759b176effffff,39,321933.06,14.332677,-2.431012,0.00
87599592affffff,95,571804.36,13.303798,-2.519119,0.00
87390b90bffffff,4,23621.86,38.828785,-2.377008,0.00
875995c9bffffff,8,192500.14,12.701539,-2.693831,0.00
8738224c2ffffff,2,26590.05,34.920526,-2.363684,1.00
8738240c3ffffff,560,747485.66,37.150508,-2.436538,0.17
8759a6a62ffffff,1,15170.09,16.621963,-2.611685,0.00
87390b8b0ffffff,564,1879787.31,38.594076,-2.464692,0.09
877508d1bffffff,32,299924.69,5.718462,-2.492823,0.72
8775260e1ffffff,1,18148.11,10.111773,-2.346751,0.00
8759a4058ffffff,40,419064.24,17.195320,-2.464893,0.00
875993d26ffffff,62,414741.86,11.357896,-2.506275,0.00
877522833ffffff,296,2033298.38,9.645468,-2.461090,0.06
873831b8effffff,114,1781673.75,34.617258,-2.427567,0.60
8759a6a58ffffff,1,33914.82,16.539631,-2.565898,0.00
87390b8b2ffffff,197,1047503.71,38.569144,-2.473169,0.00
87599345dffffff,2,86545.91,10.795811,-2.084567,1.00
875990058ffffff,18,421308.28,11.865930,-2.498540,1.00
875990775ffffff,18,266509.73,11.708531,-2.516846,1.00
8759a4a16ffffff,31,515195.08,17.483958,-2.441976,0.00
875995ccbffffff,7,168437.62,12.757077,-2.534198,0.00
877505d19ffffff,274,223769.65,8.139178,-2.466527,0.00
873831b9dffffff,85,591327.60,34.593077,-2.437783,0.00
873824b98ffffff,447,899755.86,37.531788,-2.430737,0.00
873909d31ffffff,7,38002.31,39.580910,-2.364935,0.00
8759a2576ffffff,3,59742.05,15.314738,-2.562336,0.00
877526720ffffff,216,699952.28,10.125993,-2.487099,0.00
8759a4256ffffff,9,2212289.39,17.119973,-2.156559,0.00
8739768b1ffffff,130,395780.71,41.537492,-2.424767,0.09
873976c75ffffff,270,350579.19,41.405920,-2.504141,0.15
877522a9cffffff,87,126013.75,9.234705,-2.452702,0.17
87382248affffff,709,1495633.34,34.874811,-2.465056,0.03
877526c08ffffff,28,260655.61,10.525087,-2.448976,0.00
8775050c9ffffff,5,223662.93,7.544936,-2.360944,1.00
877508cd5ffffff,22,231349.81,5.553718,-2.565005,0.00
8738316a6ffffff,24,350221.92,33.849477,-2.528545,1.00
877526089ffffff,106,220220.27,10.140517,-2.440905,0.00
8759b1214ffffff,9,132847.69,14.423241,-2.312470,0.00
877526731ffffff,46,104329.33,10.127939,-2.518523,0.00
873831bb2ffffff,39,135579.14,34.624805,-2.537197,1.00
8759160a2ffffff,13,3195529.12,18.183273,-1.321649,0.00
87556586bffffff,1,106811.21,21.972579,-2.549300,1.00
873976ccbffffff,400,812177.22,41.200477,-2.421178,0.00
87599555affffff,113,382320.82,12.592437,-2.490576,0.00
8739292e0ffffff,98,409878.89,42.005136,-2.406163,0.00
877505016ffffff,98,1333125.34,7.756511,-2.418464,0.00
877505c5dffffff,16,111509.74,7.923693,-2.416796,0.19
87390dbaeffffff,140,450765.91,40.576108,-2.429582,0.21
87382470affffff,1020,2236666.76,36.984014,-2.458820,0.12
8759b1740ffffff,35,411512.78,14.299410,-2.449839,0.00
875995520ffffff,1,24062.52,12.700078,-2.654868,0.00
8759a255affffff,33,383559.27,15.245536,-2.477472,0.00
873822436ffffff,95,2358659.55,35.066278,-2.562028,1.00
875916015ffffff,13,3195529.12,18.268702,-1.280563,0.00
8739769aaffffff,113,309239.94,41.673411,-2.473889,0.00
87397642cffffff,469,1139667.25,41.018383,-2.420752,0.00
877508771ffffff,11,208112.27,5.126753,-2.467997,0.00
875995476ffffff,73,290492.69,12.560115,-2.487204,0.15
87556956effffff,18,154562.70,18.299451,-2.485317,0.00
877508d22ffffff,487,2027211.40,5.803671,-2.440902,0.06
87397651bffffff,18,50376.29,40.996361,-2.522749,0.00
87381518dffffff,17,410184.24,32.423638,-2.283018,1.00
8759a5d58ffffff,18,4424578.79,17.514467,-1.927516,0.00
873908301ffffff,3,76423.74,39.247384,-2.601065,1.00
875995186ffffff,88,459651.96,12.785611,-2.472537,0.27
87397642affffff,56,102033.94,40.982382,-2.412539,0.00
8759951b1ffffff,7,31687.87,12.805710,-2.482786,0.00
87383321bffffff,59,939436.15,33.147183,-2.484473,0.00
873831b89ffffff,58,1374915.53,34.628002,-2.373388,0.84
87383186effffff,204,5472937.68,34.797885,-2.569728,1.00
877501261ffffff,13,165078.97,6.465238,-2.415977,1.00
873831148ffffff,19,143184.55,34.470004,-2.460132,0.00
873976196ffffff,19,71510.50,41.199338,-2.401839,0.00
873815976ffffff,31,423411.68,32.993083,-2.382389,0.00
87591646cffffff,12,2949719.19,18.073551,-1.327887,0.00
877505c45ffffff,13,298895.46,7.951378,-2.382950,1.00
877522a76ffffff,8,308852.47,9.216117,-2.241841,0.00
877522aa3ffffff,72,1326640.78,9.275368,-2.416297,0.35
87392936affffff,13,44745.24,42.227381,-2.404418,0.00
8759a6a6effffff,1,15170.09,16.633806,-2.572223,0.00
873815935ffffff,91,470966.30,32.987849,-2.529332,0.00
877526da3ffffff,2,25584.14,10.702658,-2.533177,0.00
873815918ffffff,57,196384.19,32.893651,-2.447395,0.00
87752664dffffff,35,774401.79,9.801902,-2.438612,0.00
87390d15cffffff,360,3147220.29,40.347324,-2.502216,0.21
8759950a4ffffff,35,461724.86,12.739108,-2.400226,0.66
8738ae716ffffff,4,897194.80,28.160684,-2.612482,1.00
873976914ffffff,890,3068757.56,41.768439,-2.502526,0.09
873976c60ffffff,325,417013.83,41.434648,-2.472766,0.30
873929272ffffff,55,596858.41,42.084028,-2.400030,1.00
8738224a9ffffff,167,145478.35,34.956167,-2.458390,0.00
873806d23ffffff,1,38150.17,33.700283,-2.361704,1.00
8759a4a93ffffff,16,307215.30,17.324005,-2.450472,0.00
8775236b4ffffff,36,150230.76,8.375438,-2.408122,0.00
8738159b3ffffff,56,735268.70,32.797388,-2.582824,0.00
8738ae3a4ffffff,11,2467285.71,28.462084,-2.355939,1.00
877522354ffffff,80,103391.54,9.056658,-2.437158,0.00
8738150b5ffffff,8,468583.79,32.319258,-2.294568,1.00
87750eb61ffffff,19,560332.86,6.008871,-2.454930,0.00
8759a4734ffffff,4,101563.68,17.007497,-2.646544,0.00
87392966affffff,21,756301.79,41.803667,-2.599315,0.00
877501bb0ffffff,7,68609.37,6.967142,-2.426875,0.00
873824143ffffff,97,366279.44,37.420080,-2.499824,0.00
87750564cffffff,62,547347.83,7.338285,-2.462996,0.06
87750c6d0ffffff,49,497380.23,5.788913,-2.379420,0.00
877501913ffffff,269,2133073.15,7.254619,-2.463984,0.22
875993c96ffffff,28,135499.11,11.028102,-2.474690,1.00
8775012e9ffffff,26,229265.43,6.423216,-2.519250,0.00
873976c40ffffff,470,749318.96,41.378899,-2.443270,0.17
8759b335affffff,45,608049.57,13.593764,-2.535532,0.00
87750818cffffff,150,669795.69,5.395509,-2.435719,0.00
8759b1a2affffff,7,81882.70,14.826305,-2.370749,0.00
875995952ffffff,20,231031.92,13.231001,-2.455638,0.00
877508d25ffffff,2,21202.15,5.810270,-2.408064,0.00
877501a9cffffff,54,353430.52,6.778568,-2.482431,0.00
87397642dffffff,23,131357.58,41.016739,-2.396543,0.00
87390b893ffffff,609,801614.77,38.514015,-2.421511,0.02
8775050d0ffffff,42,1754236.69,7.623989,-2.448390,0.93
8759900dbffffff,39,680636.79,11.727998,-2.522924,1.00
8775228c9ffffff,65,1190052.92,9.427028,-2.445922,0.18
8759a406affffff,14,211685.04,17.275177,-2.456545,0.00
877508d06ffffff,31,1456463.17,5.781498,-2.469218,0.77
87390d008ffffff,1171,2726018.43,40.225808,-2.503011,0.06
875986db3ffffff,36,364076.73,13.790650,-2.538052,0.00
877501375ffffff,45,427165.79,6.611781,-2.408555,0.51
877526568ffffff,11,141678.90,10.308280,-2.505091,0.00
8775018e9ffffff,161,691263.51,6.985615,-2.429715,0.00
87752214effffff,2,4782.84,9.343266,-2.514957,0.00
8738ac909ffffff,14,314419.74,30.020559,-2.392380,1.00
87390d0f5ffffff,230,300356.88,40.146014,-2.505821,0.15
877522806ffffff,188,1149941.05,9.633435,-2.444947,0.00
873908372ffffff,72,778497.47,39.267028,-2.536155,0.26
87390bc75ffffff,435,756050.33,38.460963,-2.508941,0.00
8759900cdffffff,25,585150.39,11.801061,-2.501189,1.00
8775080a0ffffff,143,1670778.38,5.347276,-2.468670,0.00
8738240d4ffffff,148,1089996.51,37.135995,-2.510977,0.72
8775081b0ffffff,66,983702.90,5.475040,-2.477100,0.00
875990750ffffff,12,177673.16,11.639488,-2.500304,1.00
875990b73ffffff,8,33028.32,12.302054,-2.417259,0.00
87390b428ffffff,161,1873504.28,38.055808,-2.415636,0.00
875990046ffffff,5,179885.48,11.918812,-2.525279,1.00
87750c410ffffff,12,212500.61,6.242930,-2.464473,1.00
87750c432ffffff,31,548959.90,6.264633,-2.440761,1.00
8738150a0ffffff,2,117145.95,32.340393,-2.262741,1.00
877505d10ffffff,11,356875.99,8.213313,-2.489214,0.00
87390836cffffff,152,911026.02,39.342003,-2.422635,0.12
877501855ffffff,21,131562.80,7.043101,-2.396438,0.00
87392921cffffff,248,766942.06,42.023526,-2.501787,0.10
8759b1634ffffff,15,344977.02,14.197577,-2.564959,0.00
87390b41dffffff,261,567827.76,37.973602,-2.422580,0.03
8759a6252ffffff,3,77502.01,16.163766,-2.471144,0.00
8759b1b8dffffff,49,833243.24,14.809624,-2.475728,0.00
877522313ffffff,9,130541.21,9.127497,-2.534514,0.00
87383102bffffff,50,689769.04,34.356578,-2.520723,1.00
8759a4068ffffff,9,136083.24,17.295798,-2.452976,0.00
877504a66ffffff,57,734386.39,8.349746,-2.505529,0.00
8738240e5ffffff,1192,2644822.96,37.242845,-2.475498,0.00
8759b325effffff,549,549721.56,13.491399,-2.452631,0.02
87750808dffffff,71,603737.02,5.270094,-2.465832,0.00
873833201ffffff,124,2375564.40,33.225131,-2.507830,0.12
877508011ffffff,23,308562.26,5.307751,-2.408940,0.00
875993512ffffff,16,524161.91,10.899376,-2.375866,1.00
873833274ffffff,45,402665.03,33.281709,-2.431233,0.00
87383171affffff,169,373850.22,33.986495,-2.504398,0.00
877505c00ffffff,288,324546.79,8.072088,-2.483511,0.00
873831709ffffff,162,919869.30,34.063294,-2.434267,0.00
873831b23ffffff,866,3820121.45,34.826382,-2.418828,0.21
87752280effffff,19,1466081.52,9.577947,-2.419368,0.79
873909c95ffffff,1,24056.50,39.285009,-2.287069,1.00
875916496ffffff,19,4670388.72,17.820734,-1.604462,0.00
873824b20ffffff,144,395051.48,37.795554,-2.419130,0.00
877526d22ffffff,78,493786.35,10.742945,-2.412404,0.00
87390b892ffffff,1764,1757880.75,38.509864,-2.446073,0.17
8759954d2ffffff,54,346297.48,12.359396,-2.499662,0.24
873831b81ffffff,166,757287.99,34.639421,-2.442917,0.35
87390b49affffff,524,2124314.44,37.780492,-2.502456,0.00
877526745ffffff,11,158828.78,9.968478,-2.413438,1.00
8759a242effffff,2,1760.20,15.224725,-2.515244,0.00
873908a6effffff,122,284040.93,39.587344,-2.495008,0.00
8759a2634ffffff,3,107631.68,15.125340,-2.230993,1.00
8739761b6ffffff,344,784210.31,41.260793,-2.422349,0.00
87388545bffffff,2,448597.40,27.051004,-3.059971,1.00
875916155ffffff,13,3195529.12,18.402314,-1.225092,0.00
8759a426dffffff,25,6145248.32,17.212538,-2.050695,0.00
8775229b1ffffff,59,338897.73,9.766407,-2.525657,0.00
873831703ffffff,132,292958.29,34.050657,-2.506906,0.00
8759340a1ffffff,5,534056.05,21.883409,-1.943653,1.00
875993c32ffffff,25,433630.85,11.184583,-2.437143,1.00
8759a4271ffffff,13,3195529.12,17.179171,-2.133152,0.00
875993cb5ffffff,19,199679.58,11.097979,-2.463139,0.00
877522a0dffffff,6,231639.35,9.202960,-2.260701,0.00
8759a40edffffff,14,222659.90,17.182930,-2.488953,0.00
87750509dffffff,17,97199.93,7.686735,-2.507957,1.00
877508c2cffffff,17,113996.91,5.657751,-2.445044,0.00
87750556bffffff,24,502343.53,7.799135,-2.527874,1.00
87390b928ffffff,23,106018.52,38.897961,-2.414614,0.17
873909c26ffffff,34,814166.45,39.508691,-2.252539,1.00
8775266c0ffffff,9,188874.05,9.838628,-2.605593,0.00
87752225effffff,71,183993.65,8.880382,-2.484920,0.00
877508c0affffff,85,1786978.91,5.606971,-2.501328,0.00
873806d6affffff,21,801153.60,33.724397,-2.147532,1.00
875995886ffffff,66,502192.42,13.043049,-2.527217,1.00
873909db5ffffff,56,372376.72,39.457421,-2.444200,0.02
877526081ffffff,237,665146.73,10.198471,-2.459075,0.06
8775229b6ffffff,4,88412.60,9.789809,-2.547288,1.00
8759a2543ffffff,27,537678.43,15.297625,-2.477041,0.00
877522922ffffff,5,203514.49,9.761147,-2.371408,0.00
8738224f1ffffff,8,58879.47,34.956958,-2.390868,0.00
873976c73ffffff,239,331328.76,41.369040,-2.502850,0.00
877505293ffffff,19,56743.11,7.373041,-2.422748,0.00
87599540cffffff,63,138053.73,12.538938,-2.505362,0.00
