h3_cell,road_count,total_length_m,avg_lat,avg_lon,primary_ratio
873815555ffffff,11,644302.71,32.241980,-2.449836,1.00
8738aeab1ffffff,4,2392.02,28.679266,-2.417990,1.00
87390d78dffffff,349,636168.77,39.832496,-2.497099,0.24
87383100cffffff,116,1600264.17,34.338144,-2.534772,1.00
875993c8cffffff,74,772723.00,11.069276,-2.381970,0.27
87392928dffffff,556,771285.53,41.928870,-2.492201,0.01
8759a628bffffff,1,30784.82,16.045649,-2.563248,0.00
873833244ffffff,102,4353671.38,33.267176,-2.367574,0.00
87390b836ffffff,185,439144.03,38.736872,-2.427772,0.00
8759b1051ffffff,5,75065.82,14.523418,-2.510409,0.00
877501a8effffff,7,30106.95,6.755778,-2.446368,0.00
8775086e3ffffff,8,113534.56,4.990982,-2.606307,1.00
873908206ffffff,2,50949.16,39.126904,-2.532623,1.00
8775019a6ffffff,86,133359.08,7.300921,-2.512831,0.00
877522b9dffffff,4,22813.30,9.352201,-2.403499,0.00
873806d41ffffff,7,267051.20,33.718444,-2.139476,1.00
875995c49ffffff,43,214905.23,12.895650,-2.472978,0.07
875995894ffffff,2,31965.28,13.005987,-2.548070,0.00
87390db83ffffff,518,1005104.76,40.519147,-2.430655,0.00
873815598ffffff,21,928788.24,32.022638,-2.629678,0.00
875990a00ffffff,152,461773.41,12.168038,-2.417634,0.37
873929346ffffff,190,654651.04,42.213489,-2.464386,0.80
873909c34ffffff,16,379064.85,39.484080,-2.292793,1.00
87750866effffff,13,54648.32,4.971654,-2.465516,0.62
8759160a1ffffff,14,3441339.06,18.211209,-1.300339,0.00
8759a46acffffff,44,133028.80,16.783789,-2.506282,0.00
8759b1628ffffff,87,667604.90,14.211322,-2.460528,0.00
8775228e4ffffff,24,69716.98,9.538715,-2.440978,0.00
8775223a4ffffff,9,87549.76,9.174865,-2.567315,0.00
8738ac90dffffff,8,179668.42,30.027347,-2.411650,1.00
8738310d8ffffff,307,1093443.25,34.158334,-2.443409,0.00
87750188cffffff,32,381495.61,7.106103,-2.553408,0.00
87390b488ffffff,131,238780.09,37.844571,-2.447419,0.20
873815c41ffffff,74,566844.75,32.537493,-2.445716,0.41
87390dbb4ffffff,26,83606.78,40.563175,-2.532527,0.00
875568a54ffffff,6,49128.61,18.861525,-2.523304,0.00
8759b169bffffff,5,49748.30,13.963814,-2.518937,0.00
8759954eeffffff,38,180521.95,12.456420,-2.452082,0.00
873815c5bffffff,8,149141.73,32.457979,-2.435102,0.00
877501252ffffff,32,1034635.28,6.464228,-2.523114,0.94
87390d776ffffff,588,1334606.55,39.998385,-2.421848,0.00
877526651ffffff,55,373513.93,9.850856,-2.512183,0.00
8759a460bffffff,4,60043.66,16.824655,-2.408862,0.00
87390b901ffffff,175,420132.72,38.858834,-2.428680,0.01
87390b921ffffff,79,464774.28,38.914265,-2.449918,0.00
87390b891ffffff,279,832568.91,38.537154,-2.415147,0.15
8775081aaffffff,87,312027.06,5.410857,-2.421537,0.00
877501aa4ffffff,10,34430.61,6.845396,-2.420095,0.00
875986d28ffffff,50,746205.01,13.960891,-2.420064,0.00
87382241dffffff,723,833121.91,35.022388,-2.429156,0.00
8775229a4ffffff,20,61876.31,9.791795,-2.480306,0.00
873833299ffffff,38,138975.40,33.008041,-2.537929,0.00
875993d81ffffff,31,202612.59,11.187054,-2.494173,0.00
8759a4b76ffffff,2,1293.67,17.672424,-2.417796,0.00
8775260b3ffffff,44,359335.11,10.242475,-2.494628,0.66
873908a44ffffff,43,379497.97,39.559630,-2.532961,0.00
8759b325bffffff,203,402851.37,13.476889,-2.420423,0.00
8738240e6ffffff,361,2794384.16,37.217534,-2.507024,0.26
87390d69bffffff,77,443044.76,39.622714,-2.409794,0.38
87390b8a3ffffff,139,502175.00,38.618410,-2.406757,0.00
8738248c8ffffff,80,930725.55,37.550150,-2.575678,0.00
8775228a3ffffff,7,25652.22,9.616212,-2.537986,0.00
8738240c2ffffff,282,787911.74,37.145277,-2.465228,0.00
8775018edffffff,92,876259.51,7.008118,-2.422452,0.28
873908242ffffff,2,38625.82,39.127029,-2.333422,1.00
875995872ffffff,8,190801.06,13.169132,-2.368091,1.00
8738ae09bffffff,5,1121493.50,28.262568,-2.606285,1.00
873908274ffffff,137,1475688.29,39.181654,-2.418633,0.00
87390d089ffffff,78,435722.65,40.089331,-2.534620,0.00
8775260ceffffff,23,282275.61,10.061270,-2.375301,1.00
87390d692ffffff,87,435485.27,39.626716,-2.504766,0.00
877501b9dffffff,107,282725.43,6.883968,-2.418275,0.10
875995961ffffff,23,470140.97,13.354449,-2.414102,0.00
8738310c3ffffff,300,2187001.00,34.196501,-2.447956,0.00
8759951a4ffffff,9,104983.06,12.866698,-2.494057,0.00
873831063ffffff,33,366718.51,34.401794,-2.415168,1.00
877501370ffffff,32,281624.75,6.612605,-2.425620,0.00
87752666effffff,106,275229.79,9.853809,-2.434361,0.00
877526754ffffff,2126,2469148.86,10.010181,-2.476357,0.01
87397650dffffff,447,886161.62,41.088650,-2.489993,0.00
8759a4b2bffffff,22,96220.11,17.664382,-2.425229,0.00
873908368ffffff,74,282938.56,39.321123,-2.408328,0.00
875990b76ffffff,83,382005.55,12.317716,-2.441361,0.00
87392929bffffff,40,147499.41,41.833277,-2.522413,0.00
873824050ffffff,1164,2629059.00,37.263395,-2.445190,0.29
875990653ffffff,13,395221.92,11.499586,-2.397022,1.00
87750c58dffffff,21,156276.20,6.286862,-2.465145,0.00
87390d0dbffffff,58,351608.87,40.044186,-2.414092,0.00
877505194ffffff,37,228973.25,7.872717,-2.484584,0.00
875986c1dffffff,25,343452.29,13.761530,-2.333517,0.00
8738151a5ffffff,8,193027.88,32.497721,-2.372268,1.00
8759b3270ffffff,448,949863.40,13.557616,-2.504469,0.07
873976c52ffffff,130,309156.81,41.308666,-2.504760,0.00
877505569ffffff,28,586067.45,7.807992,-2.516312,1.00
873976575ffffff,721,908108.22,41.135209,-2.449386,0.24
87750c51affffff,80,1416670.71,6.305500,-2.418590,1.00
8759a4b20ffffff,8,103383.68,17.695231,-2.506562,0.00
873831070ffffff,59,511725.71,34.370575,-2.486693,0.98
87752290dffffff,2,81405.80,9.675273,-2.344251,0.00
87390b412ffffff,340,1250627.60,37.943601,-2.507368,0.00
87390d694ffffff,94,100810.00,39.666455,-2.507678,0.00
8759b336affffff,25,33725.73,13.683617,-2.511119,0.00
877522ab1ffffff,217,389233.74,9.289272,-2.438076,0.00
873822489ffffff,289,612637.43,34.901722,-2.432112,0.00
87390d00dffffff,220,1154489.57,40.245664,-2.491884,0.00
8775018ccffffff,100,747931.42,6.989783,-2.465426,0.00
873824848ffffff,49,148115.38,37.698852,-2.510840,0.18
8759b1330ffffff,3,47974.76,14.565874,-2.404046,0.00
8759a462bffffff,26,5163587.82,16.879128,-2.430432,0.00
875995989ffffff,29,1292762.99,13.139119,-2.517480,0.00
873833aebffffff,31,282197.57,33.526266,-2.521673,0.00
87752230effffff,153,398847.03,9.100653,-2.473276,0.00
875986d83ffffff,40,404529.70,13.774546,-2.483385,0.00
87390d770ffffff,18,44043.47,39.999276,-2.406455,0.00
877522c49ffffff,5,243780.09,9.536192,-2.664386,1.00
873833250ffffff,13,60652.63,33.196418,-2.397795,1.00
877501a82ffffff,54,137906.36,6.788904,-2.463747,0.00
877522251ffffff,26,75526.41,8.904229,-2.476058,0.00
8759b16abffffff,18,208004.88,14.064362,-2.499268,0.00
8759b3a49ffffff,13,154617.79,13.901094,-2.518832,0.00
8759939b4ffffff,10,304016.86,11.466685,-2.347578,1.00
87390b832ffffff,59,259194.60,38.714995,-2.409600,0.00
877522254ffffff,56,311648.39,8.932381,-2.479698,0.00
877526085ffffff,27,80515.35,10.207853,-2.458614,0.07
875993ca8ffffff,1,10171.24,11.096388,-2.398528,0.00
8775229b3ffffff,49,390423.48,9.764818,-2.547225,0.00
87390830dffffff,65,832580.57,39.261821,-2.560842,0.48
87752609dffffff,13,124767.52,10.186735,-2.487540,0.00
873812375ffffff,3,288356.18,30.469553,-2.540297,1.00
8759b1a33ffffff,3,131465.72,14.815015,-2.441492,0.00
877522821ffffff,8,73828.54,9.632836,-2.385482,0.00
8759b160affffff,49,642643.12,14.133283,-2.448187,0.00
877505635ffffff,39,944627.34,7.533409,-2.580964,1.00
877504a45ffffff,25,140562.80,8.303177,-2.507347,0.00
873908251ffffff,32,528947.46,39.104858,-2.350441,0.03
877501163ffffff,6,55875.03,6.918868,-2.501988,0.00
875995805ffffff,75,383005.50,13.187975,-2.444339,0.00
8759951a5ffffff,22,99810.67,12.859225,-2.471483,0.00
8759a28eaffffff,17,563911.59,15.728457,-2.317760,0.00
873831169ffffff,213,401052.19,34.535874,-2.463605,0.10
877526cd1ffffff,10,237983.21,10.448199,-2.547080,1.00
873908309ffffff,8,240694.54,39.233994,-2.549588,1.00
8775080a5ffffff,87,1159537.78,5.345674,-2.453482,0.00
8739761b0ffffff,43,537017.76,41.263203,-2.390646,0.00
8759922e3ffffff,23,514643.01,10.849335,-2.515600,0.52
873831b8affffff,44,655053.46,34.609564,-2.410851,0.18
873815434ffffff,11,119122.37,32.129028,-2.546119,0.00
875995974ffffff,18,367936.41,13.321288,-2.469439,0.00
875995928ffffff,40,56464.17,13.325935,-2.507950,0.00
8738240eeffffff,697,2207043.54,37.209862,-2.440934,0.00
875990332ffffff,73,300441.08,11.926381,-2.434125,0.05
877522906ffffff,11,233436.82,9.752123,-2.403412,0.00
877501312ffffff,7,69568.81,6.695296,-2.553909,1.00
875995942ffffff,32,340890.45,13.269042,-2.418669,0.00
87390820affffff,124,788589.63,39.096398,-2.454223,0.21
873822499ffffff,665,943205.08,34.853469,-2.473289,0.12
873833a58ffffff,14,189702.28,33.576387,-2.499330,0.00
873909d85ffffff,4,95458.50,39.439070,-2.365738,1.00
8759b3276ffffff,42,350284.25,13.550547,-2.524240,0.43
873822415ffffff,389,1085787.56,35.032123,-2.498159,0.00
873929a4affffff,10385,1807289.17,42.455768,-2.439763,0.21
877522931ffffff,20,814057.95,9.770159,-2.391829,0.00
873815cd9ffffff,47,117237.78,32.324239,-2.485514,0.00
8759a62c2ffffff,43,674292.79,16.066569,-2.497522,0.00
87392920affffff,677,2623005.98,42.034388,-2.440592,0.21
877505081ffffff,96,1375748.45,7.703445,-2.475562,0.00
8775228cdffffff,207,1365121.69,9.442814,-2.440726,0.05
873824b55ffffff,11,399415.76,37.745470,-2.244591,1.00
873976ceeffffff,337,580666.26,41.265243,-2.490533,0.04
8775260b0ffffff,37,540730.52,10.267055,-2.492972,0.68
877522130ffffff,13,382160.61,9.537723,-2.628121,0.00
875990b8dffffff,151,399257.99,12.167487,-2.494722,0.00
877522856ffffff,48,1764719.93,9.532569,-2.411397,0.38
87390bc56ffffff,158,502050.82,38.382450,-2.521804,0.00
875916022ffffff,19,4670388.72,18.321283,-1.267875,0.00
8759b32cdffffff,750,562392.46,13.416989,-2.443680,0.00
875990673ffffff,11,305844.75,11.560822,-2.419177,0.00
87382241effffff,819,2187132.90,34.995237,-2.465881,0.07
87392921affffff,728,958225.70,41.987505,-2.487975,0.11
8759a4771ffffff,3,59139.68,17.012318,-2.474001,0.00
875569111ffffff,3,94059.78,18.317381,-2.273473,0.00
87390d7a8ffffff,1,5099.62,39.872507,-2.521144,0.00
877522240ffffff,22,269856.90,8.888315,-2.433277,0.00
877501330ffffff,33,158065.94,6.721502,-2.503135,0.00
875986596ffffff,61,285856.47,13.381460,-2.414555,0.00
877522261ffffff,46,1910054.83,8.918091,-2.393651,0.48
875990652ffffff,2,60803.37,11.510225,-2.406674,1.00
87752660cffffff,18,148308.35,9.929681,-2.539403,0.94
87382478effffff,131,631653.13,36.857137,-2.535459,0.00
8759a5c1effffff,24,5899438.38,17.371334,-1.994764,0.00
87390b4c3ffffff,9,88191.88,37.879373,-2.322270,0.00
877526194ffffff,12,361377.37,10.368601,-2.470079,1.00
873822431ffffff,552,4519921.28,35.070590,-2.505901,0.17
875993caeffffff,78,481206.79,11.097579,-2.408223,0.00
87383170cffffff,19,110512.25,34.076482,-2.470939,0.00
875569656ffffff,13,130428.05,17.805780,-2.502016,0.00
873815425ffffff,38,1844027.68,32.183160,-2.488156,0.00
877526673ffffff,531,1101886.00,9.887252,-2.501267,0.00
8738ae3a5ffffff,11,2467285.71,28.475477,-2.337626,1.00
87752666affffff,23,154475.82,9.831338,-2.447701,0.00
8759b3a6dffffff,7,54668.67,13.960307,-2.548100,0.00
873885020ffffff,1,224298.70,27.473628,-2.995373,1.00
873976414ffffff,129,281534.06,40.928678,-2.512012,0.00
8775228e0ffffff,55,129043.64,9.529889,-2.446017,0.00
8738310d9ffffff,133,468812.24,34.165111,-2.417437,0.00
877508563ffffff,65,1796583.26,5.438347,-2.559686,1.00
87382484cffffff,74,184062.16,37.717462,-2.523173,0.00
875995813ffffff,45,328885.91,13.106245,-2.470793,0.00
8775235aeffffff,216,483666.17,8.779141,-2.442207,0.00
873908ae8ffffff,19,147911.15,39.443819,-2.529386,0.89
877501b80ffffff,4,87387.40,6.905004,-2.398072,1.00
8775080f1ffffff,1,9897.54,5.240196,-2.429202,0.00
8759a625effffff,2,50294.99,16.173833,-2.438225,0.00
8759922c5ffffff,81,418441.39,10.837528,-2.505946,0.00
87750c6daffffff,40,1706273.56,5.732879,-2.376949,1.00
87390b904ffffff,76,559006.15,38.871578,-2.475549,0.08
877526d35ffffff,42,356486.66,10.747838,-2.422652,0.00
877501344ffffff,35,226691.13,6.586235,-2.403766,0.00
8759a24d5ffffff,143,489963.12,15.041494,-2.469581,0.00
8759b185affffff,9,394397.17,14.850959,-2.622745,0.00
87750501bffffff,45,644882.08,7.670472,-2.397573,0.00
87390d71cffffff,39,536090.47,39.932373,-2.516523,0.90
87390d062ffffff,699,3001344.70,40.299935,-2.421290,0.25
877501aa2ffffff,416,748540.32,6.832213,-2.438076,0.00
8759a46c9ffffff,1,36356.24,16.732149,-2.301944,0.00
87390d72bffffff,242,855961.43,39.994745,-2.451628,0.00
87390821affffff,1717,1672949.78,39.044850,-2.495775,0.07
87381599effffff,40,417260.23,32.734695,-2.533513,0.30
873824029ffffff,662,643088.67,37.341448,-2.506612,0.42
87390b50bffffff,274,1656381.50,38.106898,-2.489994,0.00
873824b5effffff,5,181552.62,37.706775,-2.220314,1.00
87390d14dffffff,365,2010977.88,40.399104,-2.429297,0.19
875993d23ffffff,44,327697.96,11.346810,-2.473362,0.00
877501209ffffff,110,2057236.96,6.498405,-2.501640,0.55
87390bd4cffffff,88,283796.59,38.559305,-2.518492,0.00
873831041ffffff,22,244479.01,34.373685,-2.381669,1.00
873815008ffffff,17,995740.55,32.437462,-2.118701,1.00
873824051ffffff,201,1308927.79,37.275925,-2.422164,0.00
8738ae088ffffff,9,2018688.31,28.322427,-2.579200,1.00
87750856bffffff,54,453303.33,5.389332,-2.543591,0.00
873833200ffffff,108,2366297.20,33.224209,-2.528588,0.00
877522235ffffff,66,332503.67,9.063088,-2.523275,0.00
8759341b1ffffff,2,213622.42,21.961684,-2.081223,1.00
877501932ffffff,17,155207.87,7.307542,-2.444079,0.00
87390b835ffffff,3,9668.67,38.774441,-2.393565,0.00
8759a636affffff,10,60440.55,16.359463,-2.496509,0.00
87388509affffff,1,224298.70,27.202618,-3.032502,1.00
873831620ffffff,427,1037614.86,33.996211,-2.438174,0.00
87750c6cbffffff,14,848880.91,5.696007,-2.315285,1.00
873976c66ffffff,257,430108.20,41.428356,-2.499775,0.33
877505664ffffff,12,317349.81,7.428227,-2.457644,1.00
8759b13a1ffffff,14,93072.00,14.490683,-2.409181,0.00
8759b3340ffffff,5,90899.58,13.669172,-2.542290,1.00
8759a40d3ffffff,4,101563.68,17.053060,-2.544923,0.00
87390d721ffffff,198,778045.93,40.030011,-2.511770,0.27
87752292effffff,1,40702.90,9.745264,-2.344015,0.00
873824b15ffffff,520,1845960.01,37.713857,-2.425263,0.04
877526ca3ffffff,15,310890.40,10.588419,-2.578836,1.00
87752222effffff,639,3902620.57,9.016709,-2.482086,0.10
8739292deffffff,40,874751.61,41.883735,-2.379761,1.00
8759b3272ffffff,339,736434.13,13.535695,-2.509555,0.00
877526549ffffff,5,118116.62,10.255330,-2.526903,0.00
873976cc5ffffff,358,783717.77,41.248418,-2.499825,0.08
87390dbacffffff,53,139548.94,40.600313,-2.427118,0.30
877505c29ffffff,4,33097.54,8.033523,-2.412874,0.00
8759b320dffffff,33,430591.28,13.542352,-2.537723,1.00
87750ea6dffffff,5,26246.32,5.854256,-2.469627,0.00
875995472ffffff,76,411988.98,12.537244,-2.469893,0.00
87390b575ffffff,759,2413775.43,38.192051,-2.458164,0.37
8759a2419ffffff,20,212110.40,15.127431,-2.498182,0.20
87390d6acffffff,242,347899.61,39.759613,-2.425021,0.03
87750eb4affffff,65,2357588.53,5.942054,-2.501114,1.00
875995890ffffff,25,399565.99,12.996680,-2.541388,0.00
8759b32dcffffff,19,122127.14,13.384157,-2.493942,0.00
87390b50affffff,178,1735486.40,38.095590,-2.511210,0.00
87556942affffff,19,439231.96,18.266737,-2.630892,0.00
875990615ffffff,21,259942.77,11.537935,-2.540489,1.00
873815415ffffff,31,1371068.36,32.079357,-2.504884,0.00
877522b82ffffff,37,34972.79,9.378950,-2.413966,0.00
873815833ffffff,12,121912.66,32.832231,-2.411634,0.00
877505663ffffff,1217,2098765.49,7.390081,-2.464244,0.06
877522818ffffff,23,39800.98,9.573560,-2.458720,0.00
8738224f6ffffff,278,149939.84,34.939193,-2.433604,0.00
877505744ffffff,55,1384092.83,7.507867,-2.436641,0.95
87390b911ffffff,82,270432.27,38.810616,-2.469476,0.00
877501a80ffffff,171,353961.05,6.793340,-2.445044,0.12
873831159ffffff,277,756185.65,34.433493,-2.475193,0.26
8775228f3ffffff,7,183060.53,9.520286,-2.503326,0.00
87390b4dbffffff,4,145242.10,37.807860,-2.296877,1.00
877526016ffffff,7,165363.27,10.258766,-2.401532,0.00
875993cb6ffffff,97,617755.90,11.078558,-2.495146,0.00
8775260b6ffffff,30,165799.54,10.277310,-2.504218,0.00
877505c0bffffff,800,1092758.59,8.003045,-2.471698,0.00
87390bc6affffff,221,429740.76,38.457404,-2.422952,0.00
877522a82ffffff,10,4607.69,9.260109,-2.447964,0.00
8775261b5ffffff,4,110546.68,10.395766,-2.430261,1.00
875995561ffffff,20,319989.16,12.719149,-2.505964,1.00
873908343ffffff,59,173211.22,39.257072,-2.442742,0.07
87750576cffffff,9,238012.36,7.483573,-2.395774,1.00
8759a24c5ffffff,67,348988.84,15.075223,-2.436930,0.00
875990745ffffff,19,363046.04,11.691562,-2.455506,1.00
873833a40ffffff,1,38150.17,33.648628,-2.522098,1.00
87397691cffffff,881,994820.98,41.755842,-2.435155,0.05
873824b32ffffff,3158,1612457.58,37.722296,-2.477840,0.09
877522113ffffff,17,828852.31,9.486874,-2.671727,1.00
877501b96ffffff,13,182029.79,6.949421,-2.463755,0.00
877501b91ffffff,18,123030.27,6.913915,-2.438854,0.00
873824b33ffffff,627,1926281.27,37.728004,-2.450004,0.01
8759b16e4ffffff,72,664315.43,14.121881,-2.441093,0.00
87599004dffffff,5,20088.22,11.921817,-2.444085,0.00
87390b98cffffff,457,1062030.92,38.713016,-2.466929,0.05
877501a89ffffff,6,5426.08,6.733979,-2.428295,0.00
87383115cffffff,59,63127.89,34.440431,-2.508735,0.00
873929358ffffff,81,644109.09,42.156021,-2.421502,0.00
877508196ffffff,167,2489066.42,5.460673,-2.519296,0.00
8738246a5ffffff,96,30687.96,36.832095,-2.477335,0.00
873976885ffffff,5,33494.25,41.554752,-2.374959,0.60
873929629ffffff,14,504201.20,41.801261,-2.771358,0.00
87390864bffffff,72,675170.51,38.793316,-2.545273,0.00
873806d2bffffff,15,572252.57,33.701714,-2.292980,1.00
8738150b6ffffff,17,995740.55,32.293384,-2.330762,1.00
877501b23ffffff,36,1262294.36,6.927537,-2.247676,1.00
877501173ffffff,18,654613.76,6.939346,-2.562800,1.00
8738225a9ffffff,30,744839.86,35.068674,-2.570503,1.00
877508014ffffff,60,785034.17,5.342140,-2.417700,0.00
873822408ffffff,73,299549.20,35.041669,-2.406748,0.00
8759a6259ffffff,9,226327.44,16.169726,-2.398776,0.00
877505c01ffffff,258,317170.96,8.054604,-2.474546,0.00
873831a0affffff,25,644219.24,34.642247,-2.232558,1.00
87752216cffffff,27,228855.52,9.376853,-2.465667,0.00
87383105affffff,8,133451.58,34.290590,-2.405418,0.00
873815460ffffff,10,485270.44,32.194236,-2.325206,0.00
87556971dffffff,2,26282.45,18.005121,-2.494320,0.00
873976816ffffff,23,77346.43,41.623945,-2.393955,0.35
877508836ffffff,3,181903.05,5.618208,-2.186598,1.00
873976426ffffff,907,735232.49,41.006190,-2.497400,0.04
877522ad4ffffff,35,420048.35,9.175426,-2.398561,0.00
8738ae714ffffff,7,1570090.91,28.181123,-2.602210,1.00
875990b15ffffff,20,264212.89,12.264916,-2.525926,1.00
877522173ffffff,5,54921.74,9.412248,-2.545746,0.00
875990a12ffffff,72,375324.11,12.117719,-2.454224,0.22
873908360ffffff,310,552740.65,39.331970,-2.478371,0.04
8759a4a85ffffff,2,40403.03,17.404790,-2.422538,0.00
873976933ffffff,1181,769930.95,41.784681,-2.498343,0.09
8775018cdffffff,19,181230.97,6.974054,-2.458934,0.00
8759951acffffff,21,72412.43,12.854272,-2.441332,0.00
8759b3349ffffff,222,416126.76,13.649024,-2.471800,0.00
877526109ffffff,11,425449.77,10.268573,-2.253174,0.00
87752670effffff,1671,697983.24,10.058063,-2.506257,0.10
873908a46ffffff,19,129186.52,39.533620,-2.548506,1.00
877522a52ffffff,3,115819.67,9.163497,-2.286410,0.00
8759a28b3ffffff,33,538213.90,15.685366,-2.526752,0.00
875569721ffffff,7,110743.44,18.058640,-2.425879,0.00
8775228f1ffffff,94,832356.11,9.525087,-2.485158,0.00
87599554bffffff,50,64561.70,12.629148,-2.435002,0.00
873976ce1ffffff,172,470569.00,41.287611,-2.504797,0.00
877501912ffffff,390,703994.59,7.270637,-2.468712,0.00
873929a5dffffff,4849,1162703.55,42.451918,-2.465561,0.14
87390d84bffffff,101,20779.27,40.627152,-2.484720,1.00
8738224f3ffffff,51,338648.78,34.922757,-2.396364,0.27
877526661ffffff,124,328067.22,9.868663,-2.431550,0.00
873831066ffffff,2,17350.34,34.419078,-2.473199,1.00
8739292e6ffffff,312,1019259.89,41.992607,-2.433664,0.00
873822488ffffff,516,1115654.03,34.898797,-2.459700,0.00
87750191effffff,62,753609.07,7.234269,-2.446995,0.50
877526da5ffffff,4,51168.28,10.723919,-2.502860,0.00
87381558effffff,41,1813348.48,32.060717,-2.603749,0.00
8775012b2ffffff,22,627394.10,6.615431,-2.701327,1.00
875990b8cffffff,64,207035.95,12.173006,-2.509099,0.00
8759a5c9affffff,21,5162008.58,17.221146,-2.031701,0.00
873810b2dffffff,1,11936.72,31.900299,-2.367509,1.00
875990b0bffffff,403,293531.07,12.257827,-2.435153,0.00
873806d34ffffff,13,209904.07,33.695091,-2.432909,0.31
8759340ddffffff,4,427244.84,21.805635,-1.759447,1.00
8759869b6ffffff,26,708433.20,14.071799,-2.340495,0.00
877522a81ffffff,35,113012.73,9.233239,-2.417161,0.00
8759a21a1ffffff,88,803391.11,15.499965,-2.448203,0.00
877504a64ffffff,93,1198209.38,8.359563,-2.490078,0.00
877501ab0ffffff,48,229358.52,6.842233,-2.469151,0.19
873815c93ffffff,26,806071.82,32.287155,-2.729907,0.00
87390828bffffff,143,595079.19,38.949623,-2.491430,0.01
8775080abffffff,84,714280.42,5.278313,-2.454065,0.00
875990aa3ffffff,27,109108.87,12.082798,-2.471392,0.93
8759a4b16ffffff,33,1677206.36,17.597790,-2.532701,0.00
877522352ffffff,174,852373.83,9.036869,-2.465761,0.00
87750c696ffffff,106,1716065.47,5.913502,-2.470238,0.39
873806d44ffffff,19,724853.26,33.727050,-2.196143,1.00
875568a74ffffff,7,43810.77,18.899858,-2.484960,0.00
87750c583ffffff,18,353403.20,6.317054,-2.505238,0.56
87390d634ffffff,135,369301.70,39.871265,-2.478116,0.00
875568a73ffffff,3,28177.10,18.862582,-2.498488,0.00
873824708ffffff,1115,1840602.86,37.009214,-2.450158,0.09
875995106ffffff,7,18321.43,12.923842,-2.433703,1.00
8738158a5ffffff,29,292182.63,32.752890,-2.431091,0.62
8759b16edffffff,26,708433.20,14.102070,-2.365374,0.00
873831ba9ffffff,31,178892.25,34.684389,-2.393897,0.00
8759950b0ffffff,170,278688.42,12.683684,-2.419683,0.00
873833356ffffff,4,20249.09,33.317175,-2.529779,0.00
877505c5affffff,7,27041.62,7.917125,-2.438910,0.00
873815c2affffff,9,105643.57,32.533334,-2.613137,0.00
873833263ffffff,80,3414644.22,33.289777,-2.366068,0.00
87390b4d6ffffff,40,324139.55,37.838378,-2.405412,0.00
87390b49bffffff,210,698400.15,37.792290,-2.468775,0.00
873929ae9ffffff,815,812180.38,42.385994,-2.496419,0.00
87390d143ffffff,1274,1970950.29,40.369852,-2.494186,0.14
873929213ffffff,29,174057.58,42.013503,-2.538468,0.00
87381096effffff,4,176912.05,31.960486,-2.686288,0.00
877501854ffffff,19,119033.01,7.054545,-2.408718,0.00
873824611ffffff,1371,656988.34,36.850467,-2.420967,0.26
8759935a5ffffff,4,131040.48,10.888451,-2.383294,1.00
87397692dffffff,13,284294.27,41.866675,-2.389645,1.00
8775229a6ffffff,32,121363.72,9.773410,-2.500215,0.03
8759a0510ffffff,1,25147.49,16.189165,-2.328715,0.00
8738104c1ffffff,20,1922374.52,30.940815,-2.740397,1.00
873929342ffffff,215,297696.70,42.195339,-2.449465,0.23
873929375ffffff,503,838114.11,42.242628,-2.503209,0.00
873824b86ffffff,118,526766.21,37.585280,-2.484356,0.05
877508c54ffffff,91,1749255.21,5.576452,-2.458791,0.00
87750c4abffffff,327,368423.78,6.192977,-2.493996,0.00
877501a96ffffff,139,89491.35,6.820079,-2.506736,0.00
877508665ffffff,6,983.74,5.014730,-2.445636,0.00
873824b96ffffff,82,683447.43,37.538159,-2.524476,0.27
87591640affffff,8,1966479.46,17.971071,-1.451359,0.00
873831a12ffffff,3,26776.49,34.597915,-2.351334,1.00
875992265ffffff,10,59119.38,11.014981,-2.476841,1.00
87750570effffff,11,156483.62,7.567980,-2.522586,1.00
877504a4dffffff,27,875968.33,8.255110,-2.494359,0.00
873824a02ffffff,43,1397360.65,37.598977,-2.280213,1.00
877505c25ffffff,116,252246.08,8.107035,-2.436238,0.00
87390b41cffffff,811,1385050.25,37.969134,-2.444542,0.22
875995885ffffff,203,1088263.49,13.052964,-2.495266,0.26
873885171ffffff,4,897194.80,27.583047,-2.962657,1.00
87750c428ffffff,2,39381.85,6.196084,-2.358322,1.00
8759b16e3ffffff,24,243658.87,14.089236,-2.411942,1.00
8759a62d6ffffff,2,61569.64,16.051299,-2.543893,0.00
875995184ffffff,22,107861.47,12.808020,-2.470485,0.00
873833a4effffff,3,46981.95,33.627316,-2.482868,0.00
87390d626ffffff,146,360709.09,39.895271,-2.440738,0.00
8759a24e5ffffff,188,440007.52,15.135726,-2.454915,0.00
8759a4aa6ffffff,25,582038.80,17.439476,-2.471120,0.00
873929209ffffff,218,864400.37,42.059002,-2.407055,0.08
87390db16ffffff,122,258527.94,40.637019,-2.451062,0.00
8775235a6ffffff,16,34544.98,8.833483,-2.454300,0.00
8775222c5ffffff,5,150413.96,8.895427,-2.557286,1.00
873822498ffffff,658,1359576.49,34.850085,-2.503211,0.00
873929a51ffffff,201,438329.23,42.439480,-2.520508,0.33
873831158ffffff,263,820294.91,34.431350,-2.503998,0.00
8739292c4ffffff,18,78938.18,41.963975,-2.397326,0.00
87390d712ffffff,14,213347.55,39.896359,-2.558806,1.00
